Escuela_ID;Número;Escuela;Nivel;Nivel_Unificado;Gestión;Supervisión;Departamento;Localidad;zona;AMBITO;Regional
1213;4226;CÓNDOR DE LOS ANDES;Secundario Orientado;Secundario;Pública;18 - Secundario Orientado;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;-
1214;4227;GUADALUPE DE LA FRONTERA (Esc 8227);Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;MALARGÜE;LA ESCONDIDA;110%;Rural frontera;-
1215;4228;INGENIERO EUGENIO IZSAKY;Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;MALARGÜE;MALARGÜE;80%;Urbano;-
1216;4229;DOCTOR HUMBERTO ANTONIO LAGIGLIA;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;CIUDAD;10%;Urbano marginal;-
1217;4230;JOSÉ 'TICO' RUSSO;Secundario Orientado;Secundario;Pública;16 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL;40%;Urbano;-
1218;4231;PROF. ALBERTO D. CHALAR;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAVALLE;COSTA DE ARAUJO;80%;Rural;-
1219;4233;ALTO DEL OLVIDO;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAVALLE;ALTO DEL OLVIDO;110%;Rural;-
1220;4234;ING. AG. SILVIO JOSÉ LANATI;Secundario Orientado;Secundario;Pública;15 - Secundario Orientado;SAN CARLOS;LA CONSULTA;110%;Rural;-
1221;4235;EDUARDO PLATERO;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;CIUDAD;80%;Urbano marginal;-
1222;4236;PROFESORA PATRICIA NOEMÍ PRADES;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;REDUCCIÓN DE ABAJO;110%;Rural;-
1223;4237;JOSÉ GABRIEL BROCHERO;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;SANTA ROSA;12 DE OCTUBRE;110%;Rural;-
1224;4238;PROFESORA SILVIA CATALLINI;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;CIUDAD;80%;Urbano marginal;-
1225;4239;CERRO EL SOSNEADO (Esc. 8239);Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;SAN RAFAEL;EL SOSNEADO;110%;Rural frontera;-
1226;4240;PROFESORA SILVIA MARTÍNEZ DE RUIZ;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;-
1227;4241;S/NOMBRE;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;LAS PAREDES;80%;Rural;-
1228;4242;EDUARDO GALEANO;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;SAN MARTÍN;LAS CHIMBAS;110%;Rural;-
1229;4243;MATILDE RIVERO;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;JUNIN;LOS BARRIALES;110%;Rural;-
1230;4244;GRISELDA GUILLÉN;Secundario Orientado;Secundario;Pública;14 - Secundario Orientado;SAN RAFAEL;REAL DEL PADRE;110%;Rural;-
1231;4245;JOSÉ DOMINGO BRANDONI;Secundario Orientado;Secundario;Pública;12 - Secundario Orientado;SAN RAFAEL;LAS PAREDES;80%;Rural marginal;-
1232;4246;EL CERRITO;Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;SAN RAFAEL;EL CERRITO;80%;Rural;-
1233;4247;ALFREDO VICENTE;Secundario Orientado;Secundario;Pública;15 - Secundario Orientado;TUNUYÁN;CAMPO DE LOS ANDES;110%;Rural;-
1234;4248;EL DIVISADERO;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;SAN MARTÍN;DIVISADERO;110%;Rural;-
1235;4249;JORGE MARIO BERGOGLIO;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;JUNIN;ALGARROBO GRANDE;80%;Rural;-
1236;4250;ALGARROBAL DE ABAJO;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAS HERAS;EL ALGARROBAL;80%;Rural;-
1237;4251;ANDREA ANALÍA AGUIRRE;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;ANDRADE;80%;Rural;-
1238;4252;PUESTO VIEJO;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;SAN MARTÍN;EL CENTRAL;110%;Rural;-
1239;4253;PROFESORA AURORA ANGELICA TORRES;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;SAN MARTÍN;MONTECASEROS;110%;Rural;-
1240;4254;CAYE HANE;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAVALLE;SAN MIGUEL;110%;Rural frontera;-
1241;4255;ALBERTO VICTORIO ZUCCARDI;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;-
1242;4256;OJO DE AGUA;Secundario Orientado;Secundario;Pública;11 - Secundario Orientado;TUPUNGATO;LA ARBOLEDA;110%;Rural;-
1243;4257;PROFESOR LUIS RODRÍGUEZ NIEVAS;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;RODEO DEL MEDIO;80%;Rural;-
1244;4259;S/NOMBRE;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;RIVADAVIA;SANTA MARÍA DE ORO;80%;Rural;-
1245;4260;ALMA DE MONTAÑA;Secundario Orientado;Secundario;Pública;11 - Secundario Orientado;TUPUNGATO;LA CARRERA;110%;Rural;-
1246;4261;PRESIDENTE RAÚL RICARDO ALFONSÍN;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;MAIPÚ;10%;Urbano;-
1247;4262;REPÚBLICA DEL LÍBANO;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;RODEO DEL MEDIO;80%;Urbano marginal;-
1403;4258;ESPERANZA DE LAGUNAS;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAVALLE;LAGUNA DEL ROSARIO;110%;Rural;-
1442;9001;GRAL. JOSÉ DE SAN MARTÍN;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;SAN MARTÍN;SAN MARTÍN;40%;Urbano;-
1443;9002;NORMAL TOMÁS GODOY CRUZ;Secundario Orientado;Secundario;Pública;18 - Secundario Orientado;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;10%;Urbano;-
1444;9003;MERCEDES T.S.M. DE BALCARCE;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;-
1445;9004;TORIBIO LUZURIAGA;Secundario Orientado;Secundario;Pública;15 - Secundario Orientado;TUNUYÁN;TUNUYÁN;40%;Urbano;-
1446;9006;PROF. FRANCISCO H. TOLOSA;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;RIVADAVIA;40%;Urbano;-
1584;E198;LAS MALVINAS ANEXO PUNTA DEL AGUA;Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;SAN RAFAEL;PUNTA DE AGUA;110%;Rural;-
1947;S001;DON BOSCO;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;3º SECCION - PARQUE O'HIGGINS;10%;Urbano;-
1948;S002;MARÍA AUXILIADORA;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;1º SECCION - PARQUE CENTRAL;-;Urbano;-
1949;S003;SAN BUENAVENTURA;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;1º SECCION - PARQUE CENTRAL;-;Urbano;-
1950;S004;SAN JOSÉ HNOS. MARISTAS;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;6º SECCION - RESIDENCIAL NORTE;Sin Zona;Urbano;-
1951;S005;NTRA. SEÑORA DEL ROSARIO;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;LAVALLE;VILLA TULUMAYA (CIUDAD);50%;Urbano;-
1952;S006;PADRE CLARET;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;-;Urbano;-
1953;S007;SAGRADO CORAZÓN;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;3º SECCION - PARQUE O'HIGGINS;-;Urbano;-
1954;S008;SANTO TOMÁS DE AQUINO;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;4º SECCION;Sin Zona;Urbano;-
1955;S009;NTRA. SRA. DE LA MISERICORDIA;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;-;Urbano;-
1956;S010;SAN LUIS GONZAGA;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;10%;Urbano;-
1957;S011;SANTA MARÍA DE LOS ANGELES;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;-
1958;S012;COMPAÑÍA DE MARÍA;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;4º SECCION;Sin Zona;Urbano;-
1959;S013;SAN PEDRO NOLASCO;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;3º SECCION - PARQUE O'HIGGINS;10%;Urbano;-
1960;S014;XXI DE ABRIL;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;10%;Urbano;-
1961;S015;MARÍA MONTESSORI;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;Sin Zona;Urbano;-
1962;S016;SAN ANDRÉS;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;Sin Zona;Urbano;-
1963;S018;COMPAÑÍA DE MARÍA;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;10%;Urbano;-
1964;S019;SAN JOSE HERMANAS DOMINICAS;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;-;Urbano;-
1965;S021;DON BOSCO;Secundario Técnico;Secundario;Privada;-;MAIPÚ;RODEO DEL MEDIO;-;Urbano;-
1966;S022;MARÍA AUXILIADORA;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;RODEO DEL MEDIO;Sin Zona;Urbano;-
1967;S023;PADRE VÁSQUEZ;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;MAIPÚ;10%;Urbano;-
1969;S026;SAN VICENTE DE PAUL;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;SAN MARTÍN;SAN MARTÍN;10%;Urbano;-
1970;S027;PABLO BESSON;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;3º SECCION - PARQUE O'HIGGINS;10%;Urbano;-
1971;S029;INSTITUTO DEL CARMEN;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;SAN RAFAEL - CIUDAD;Sin Zona;Urbano;-
1972;S030;SAN ANTONIO;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;GRAL. ALVEAR;GENERAL ALVEAR;-;Urbano;-
1973;S032;INSTITUTO CASA DE MARÍA;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;RIVADAVIA;CIUDAD;10%;Urbano;-
1974;S033;SAN FRANCISCO JAVIER;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;LUZURIAGA;-;Urbano;-
1975;S034;COLEGIO LOS OLIVOS;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;-;Urbano;-
1977;S036;DEL NIÑO JESÚS;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;TUNUYÁN;TUNUYÁN;10%;Urbano;-
1978;S037;INTEGRAL DEL HUERTO;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GOBERNADOR BENEGAS;Sin Zona;Urbano;-
1979;S038;INSTITUTO LEONARDO MURIALDO;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;Sin Zona;Urbano;-
1980;S039;INSTITUTO NADINO;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;6º SECCION - RESIDENCIAL NORTE;-;Urbano;-
1981;S040;SAGRADA FAMILIA;Secundario Técnico;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;RODEO DEL MEDIO;50%;Rural;-
1983;S042;SANTA MARÍA GORETTI;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;MAYOR DRUMMOND;10%;Urbano;-
1984;S043;SAN PIO X;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;SAN MARTÍN;SAN MARTÍN;Sin Zona;Urbano;-
1985;S046;I.C.E.I INSTITUTO CUYANO DE ED. INTEGR;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;1º SECCION - PARQUE CENTRAL;-;Urbano;-
1986;S047;INST. MAIPÚ DE EDUC. INTEGRAL;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;MAIPÚ;-;Urbano;-
1987;S050;SANTA TERESITA;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;20%;Urbano;-
1988;S051;NUESTRA SEÑORA DEL SANTISIMO ROSARIO;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;JUNIN;ALGARROBO GRANDE;50%;Rural;-
1989;S053;PADRE JOSÉ MARÍA LLORENS;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;6º SECCION - RESIDENCIAL NORTE;50%;Urbano marginal;-
1990;S056;S.ANTONIO DE PADUA;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;CIUDAD;20%;Urbano;-
1991;S057;SANTA ROSA DE LIMA;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;SAN CARLOS;LA CONSULTA;-;Urbano;-
1992;S058;MONSEÑOR SCALABRINI;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GUAYMALLÉN;DORREGO;-;Urbano;-
1993;S059;ADVENTISTA VÍCTOR AMPUERO MATTA;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;-;Urbano;-
1994;S061;SOTERO SIMON ARIZU;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;VILLA ATUEL;40%;Urbano;-
1995;S063;ESCUELA CRISTIANA EVANGÉLICA MENDOZA;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;-
1996;S066;NUESTRA SEÑORA DEL LÍBANO;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;SAN MARTÍN;SAN MARTÍN;10%;Urbano;-
1998;S068;NUESTRA SEÑORA DEL ROSARIO DE POMPEYA;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;4º SECCION;-;Urbano;-
1999;S069;DR. ALBERTO SCHWEITZER;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;10%;Urbano;-
2001;S072;INSTITUTO SAGRADA FAMILIA;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;-;Urbano;-
2003;S074;COMPAÑÍA DE MARÍA;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;TUPUNGATO;TUPUNGATO;50%;Urbano;-
2005;S076;VIRGEN DEL C. DE CUYO;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;MAIPÚ;-;Urbano;-
2006;S078;INSTITUTO SAN PABLO;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;MAYOR DRUMMOND;50%;Urbano;-
2007;S079;CORAZÓN DE MARÍA;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;Sin Zona;Urbano;-
2009;S082;PADRE JOSÉ MULLNER;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;VILLA DEL PARQUE;20%;Urbano marginal;-
2011;S084;PADRE VALENTÍN BONETTI;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;VILLA HIPODROMO;10%;Urbano;-
2012;S086;NTRA. SRA DEL HUERTO;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;SAN CARLOS;EUGENIO BUSTOS;10%;Urbano;-
2014;S090;INST.RODEO DEL MEDIO;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;RODEO DEL MEDIO;-;Urbano;-
2015;S091;INSTITUTO SUPERIOR HUMBERTO DE PAOLIS;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;Sin Zona;Urbano;-
2016;S092;ISABEL LA CATOLICA;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;LAS PAREDES;40%;Rural;-
2017;S093;INSTITUTO SAN MIGUEL;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;LAS HERAS;LAS HERAS;10%;Urbano;-
2018;S095;MEDALLA MILAGROSA;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;JUNIN;JUNIN;Sin Zona;Urbano;-
2019;S097;I.S.E.P.;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;10%;Urbano;-
2020;S098;COLEGIO NUESTRA SEÑORA DE LA COMPASIÓN;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;SAN MARTÍN;PALMIRA;30%;Urbano;-
2021;S099;CENTRO EDUCATIVO DIOS PADRE;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;LOS CORRALITOS;-;Urbano;-
2024;S107;SAN NICOLÁS;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;CHACRAS DE CORIA;Sin Zona;Urbano;-
2025;S109;LAS CANDELAS;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;CHACRAS DE CORIA;-;Urbano;-
2027;S113;TOMÁS ALVA EDISON;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;BUENA NUEVA;-;Urbano;-
2029;S119;ESCUELA TÉCNICA ECOLÓGICA AMBIENTALISTA;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;LAS TORTUGAS;Sin Zona;Urbano;-
2033;S127;CENTRO COMUNITARÍO RURAL EVANGÉLICO;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;MALARGÜE;LA ESCONDIDA;110%;Rural;-
2034;S129;ECOVIDA;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;Sin Zona;Urbano;-
2035;S130;INMACULADO CORAZÓN DE MARÍA;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;CIUDAD;50%;Urbano marginal;-
2037;S132;SAN JORGE;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;VILLA HIPODROMO;-;Urbano;-
2039;S136;S.T.R.O.B.E.R.I.;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;Sin Zona;Urbano;-
2041;S161;CLAVE DE SOL;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;Sin Zona;Urbano;-
2042;S164;SAN JOSÉ;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;MALARGÜE;MALARGÜE;10%;Urbano;-
2043;S176;SANTO TOMÁS MORO;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;GRAL. ALVEAR;GENERAL ALVEAR;Sin Zona;Rural;-
2044;S178;SANTA TERESITA DEL NIÑO JESÚS;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;TOLEDANO;10%;Urbano;-
2045;S182;DON JOSÉ FCO DE SAN MARTÍN;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;GRAL. ALVEAR;GENERAL ALVEAR;Sin Zona;Urbano;-
2046;S201;MARÍA AUXILIADORA;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;PERDRIEL;10%;Rural;-
2047;S202;SAN ANTONIO MARÍA CLARET;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;5º SECCION -  RESIDENCIAL SUR;50%;Urbano marginal;-
2048;S203;SAN JUAN BOSCO;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;SAN CARLOS;EUGENIO BUSTOS;-;Urbano;-
2050;S205;Instituto de Enseñanza Secundaria La Consulta P.S 205;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;SAN CARLOS;LA CONSULTA;10%;Urbano;-
2052;S207;PIO X;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;TUNUYÁN;TUNUYÁN;10%;Urbano;-
2053;S208;INSTITUTO SECUNDARIO MALARGÜE;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;MALARGÜE;MALARGÜE;10%;Urbano;-
2054;S210;INSTITUTO SAN VICENTE FERRER;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;-;Urbano;-
2058;S214;INST. AUGUSTO SALINAS;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;Sin Zona;Urbano;-
2059;S215;ALFREDO R BUFANO;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;LAS PAREDES;-;Rural;-
2061;S218;LA BUENA MADRE;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;ISLA DIAMANTE;10%;Urbano;-
2062;S219;BEATO JUAN BAUTISTA SCALABRINI;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GUAYMALLÉN;GUAYMALLEN;-;Urbano;-
2063;S223;SANTA CLARA;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;MAIPÚ;10%;Urbano;-
2064;S227;CLUB DEPORTIVO ANTONIO TOMBA;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;-;Urbano;-
2411;4208;PROF. FRANCISCO JAVIER DOMINGUEZ;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;JUNIN;JUNIN;80%;Urbano marginal;-
2412;4232;TERESA GHILARDI DE MARTÍN;Secundario Orientado;Secundario;Pública;06 - Secundario Orientado;LUJÁN DE CUYO;PERDRIEL;80%;Rural;-
2577;S073;DR. NICOLÁS AVELLANEDA;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;10%;Urbano;-
2666;S028;"INSTITUTO ""SAN RAFAEL""- PS-028 ";Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;SAN RAFAEL - CIUDAD;-;Urbano;-
2667;S048;INSTITUTO PROFESOR ARLINGTON LUCERO;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;CAPILLA DEL ROSARIO;10%;Urbano;-
2668;S049;NUESTRA SEÑORA DEL ROSARIO;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;10%;Urbano;-
2669;S052;ESCUELA NIÑOS CANTORES Y BACHILLERATO ARTÍSTICO MUSICAL DE MENDOZA;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;GENERAL BELGRANO;Sin Zona;Urbano;-
2670;S062;PORTEZUELO;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;VILLA NUEVA;-;Urbano;-
2671;S065;ESCUELA CRISTIANA EVANGÉLICA ARGENTINA;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;TUPUNGATO;TUPUNGATO;50%;Urbano;-
2675;S105;NTRA. SRA. DE LA CONSOLATA;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;-;Urbano;-
2676;S112;FENIX;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;SAN JOSÉ;10%;Urbano;-
2677;S116;SANTA ROSA DE LIMA;Secundario Orientado;Secundario;Privada;01 - Secundario Orientado Privada;GUAYMALLÉN;RODEO DE LA CRUZ;-;Urbano;-
2678;S124;RAINBOW;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;Sin Zona;Urbano;-
2679;S137;COLEGIO FUNDACIÓN ANTONIO TOMBA;Secundario Orientado;Secundario;Privada;07 - Secundario Orientado Privada;GODOY CRUZ;GODOY CRUZ;10%;Urbano;-
2680;S139;LUMEN DE SAN JOSÉ DE CALASANZ;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;CIUDAD;-;Urbano;-
2681;S143;SAN GABRIEL;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;CAPITAL;CIUDAD;-;Urbano;-
2682;S274;ANDINO;Secundario Orientado;Secundario;Privada;02 - Secundario Orientado Privada;CAPITAL;CIUDAD;-;Urbano;-
2683;S221;SANTA MARÍA DEL VALLE GRANDE;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;CIUDAD;-;-;-
2684;S222;PROYECTAR;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;SAN RAFAEL;Sin Zona;-;-
2685;S232;CENTRO DE FORMACIÓN RURAL LAS RETAMAS - Fund. Pedro Antonio Marzano;Secundario Orientado;Secundario;Privada;04 - Secundario Orientado Privada;MAIPÚ;CRUZ DE PIEDRA;Sin Zona;Rural;-
2686;S233;REDENTOR;Secundario Orientado;Secundario;Privada;06 - Secundario Orientado Privada;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;-
3192;S235;COLEGIO PRIVADO EL NOGAL;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;CARRODILLA;Sin Zona;Urbano;-
3204;S241;Santa Teresita de Lisieux;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;LUJÁN (CIUDAD);-;-;-
3210;S141;COLEGIO SANTA MARÍA BELÉN;Secundario Orientado;Secundario;Privada;03 - Secundario Orientado Privada;LAS HERAS;EL PLUMERILLO;50%;Urbano marginal;-
3321;S225;SAN JORGE;Secundario Orientado;Secundario;Privada;05 - Secundario Orientado Privada;LUJÁN DE CUYO;CHACRAS DE CORIA;Sin Zona;Urbano;-
