Operativo;Escuela_ID
df_nominal;[12, 58, 136, 147, 162, 210, 218, 242, 286, 288, 324, 347, 363, 402, 409, 413, 420, 458, 529, 991, 1014, 1026, 1049, 1054, 1060, 1067, 1080, 1084, 1090, 1128, 1132, 1155, 1158, 1162, 1181, 1191, 1446, 1452, 1835, 1836, 1843, 1844, 1845, 1854, 1872, 1877, 1881, 1883, 1884, 1886, 1908, 1914, 1921, 1922, 1969, 1978, 1981, 1988, 2009, 2027, 2035, 2043, 2053, 2059, 2062, 2342, 2349, 2365, 2572, 2671]
