Operativo;Supervisión
df_nominal;['01 - Primario Privada', '01 - Secundario Orientado', '01 - Secundario Orientado Privada', '01 - Secundario Técnico', '02 - Primario', '02 - Primario Privada', '02 - Secundario Orientado Privada', '02 - Secundario Técnico', '03 - Primario', '03 - Primario Privada', '03 - Secundario Orientado', '04 - Primario Privada', '04 - Secundario Orientado', '04 - Secundario Orientado Privada', '05 - Primario Privada', '05 - Secundario Orientado', '05 - Secundario Orientado Privada', '06 - Primario Privada', '06 - Secundario Orientado Privada', '06 - Secundario Técnico', '07 - Primario', '07 - Primario Privada', '07 - Secundario Orientado', '07 - Secundario Orientado Privada', '09 - Secundario Orientado', '10 - Primario', '10 - Secundario Orientado', '11 - Secundario Orientado', '12 - Primario', '13 - Primario', '13 - Secundario Orientado', '14 - Primario', '14 - Secundario Orientado', '16 - Secundario Orientado', '17 - Primario', '19 - Primario', '26 - Primario', '28 - Primario', '37 - Primario', '39 - Primario', '41 - Primario', '44 - Primario', '45 - Primario', '46 - Primario', '47 - Primario', '48 - Primario', '50 - Primario', '58 - Primario']
