Operativo;Supervisión
df_nominal;['-', '01 - Primario', '01 - Primario Privada', '01 - Secundario Orientado', '01 - Secundario Orientado Privada', '01 - Secundario Técnico', '02 - Primario', '02 - Primario Privada', '02 - Secundario Orientado', '02 - Secundario Orientado Privada', '02 - Secundario Técnico', '03 - Primario', '03 - Primario Privada', '03 - Secundario Orientado', '03 - Secundario Orientado Privada', '03 - Secundario Técnico', '04 - Primario', '04 - Primario Privada', '04 - Secundario Orientado', '04 - Secundario Orientado Privada', '04 - Secundario Técnico', '05 - Primario', '05 - Primario Privada', '05 - Secundario Orientado', '05 - Secundario Orientado Privada', '05 - Secundario Técnico', '06 - Primario', '06 - Primario Privada', '06 - Secundario Orientado', '06 - Secundario Orientado Privada', '06 - Secundario Técnico', '07 - Primario', '07 - Primario Privada', '07 - Secundario Orientado', '07 - Secundario Orientado Privada', '08 - Primario', '08 - Primario Privada', '08 - Secundario Orientado', '09 - Primario', '09 - Secundario Orientado', '10 - Primario', '10 - Secundario Orientado', '11 - Primario', '11 - Secundario Orientado', '12 - Primario', '12 - Secundario Orientado', '13 - Primario', '13 - Secundario Orientado', '14 - Primario', '14 - Secundario Orientado', '15 - Primario', '15 - Secundario Orientado', '16 - Primario', '16 - Secundario Orientado', '17 - Primario', '17 - Secundario Orientado', '18 - Primario', '18 - Secundario Orientado', '19 - Primario', '20 - Primario', '21 - Primario', '22 - Primario', '23 - Primario', '24 - Primario', '25 - Primario', '26 - Primario', '27 - Primario', '28 - Primario', '29 - Primario', '30 - Primario', '31 - Primario', '32 - Primario', '33 - Primario', '34 - Primario', '35 - Primario', '36 - Primario', '37 - Primario', '38 - Primario', '39 - Primario', '40 - Primario', '41 - Primario', '42 - Primario', '43 - Primario', '44 - Primario', '45 - Primario', '46 - Primario', '47 - Primario', '48 - Primario', '49 - Primario', '50 - Primario', '51 - Primario', '52 - Primario', '53 - Primario', '54 - Primario', '55 - Primario', '56 - Primario', '57 - Primario', '58 - Primario']
