Operativo;Supervisión
df_nominal_matemática;['-', '01 - Secundario Orientado', '01 - Secundario Orientado Privada', '01 - Secundario Técnico', '02 - Secundario Orientado', '02 - Secundario Orientado Privada', '02 - Secundario Técnico', '03 - Secundario Orientado', '03 - Secundario Orientado Privada', '03 - Secundario Técnico', '04 - Secundario Orientado', '04 - Secundario Orientado Privada', '04 - Secundario Técnico', '05 - Secundario Orientado', '05 - Secundario Orientado Privada', '05 - Secundario Técnico', '06 - Secundario Orientado', '06 - Secundario Orientado Privada', '06 - Secundario Técnico', '07 - Secundario Orientado', '07 - Secundario Orientado Privada', '08 - Secundario Orientado', '09 - Secundario Orientado', '10 - Secundario Orientado', '11 - Secundario Orientado', '12 - Secundario Orientado', '13 - Secundario Orientado', '14 - Secundario Orientado', '15 - Secundario Orientado', '16 - Secundario Orientado', '17 - Secundario Orientado', '18 - Secundario Orientado']
