Escuela_ID;Curso ;División;matricula_por_escuela_curso_y_division
344;5°;A;16
344;5°;B;12
344;6°;A;20
344;7°;A;21
345;2°;A;15
345;2°;B;16
345;3°;A;18
345;3°;B;17
345;4°;A;13
345;4°;B;12
345;5°;A;19
345;5°;B;15
345;6°;A;11
345;6°;B;14
345;7°;A;14
345;7°;B;14
346;2°;A;29
346;2°;B;28
346;2°;C;20
346;2°;D;17
346;3°;A;27
346;3°;B;27
346;3°;C;25
346;4°;A;28
346;4°;B;28
346;4°;C;28
346;4°;D;28
346;5°;A;27
346;5°;B;28
346;5°;C;26
346;5°;D;25
346;6°;A;28
346;6°;B;27
346;6°;C;27
346;6°;D;25
346;7°;A;29
346;7°;B;25
346;7°;C;17
346;7°;D;17
347;2°;A;25
347;2°;B;25
347;2°;C;25
347;2°;D;23
347;3°;A;30
347;3°;B;31
347;3°;C;29
347;3°;D;29
347;4°;A;29
347;4°;B;28
347;4°;C;27
347;4°;D;26
347;5°;A;30
347;5°;B;31
347;5°;C;26
347;5°;D;22
347;6°;A;34
347;6°;B;34
347;6°;C;24
347;6°;D;26
347;7°;A;28
347;7°;B;28
347;7°;C;28
347;7°;D;31
348;1°;1° y  2°;5
348;2°;1° y  2°;3
348;3°;3° y 4°;6
348;4°;3° y 4°;6
348;5°;5°, 6° y 7°;3
348;6°;5°, 6° y 7°;6
348;7°;5°, 6° y 7°;3
349;1°;SALA 4/5-1/2/3;1
349;2°;SALA 4/5-1/2/3;1
349;3°;SALA 4/5-1/2/3;1
349;4°;4º, 5º, 6º y 7º;2
349;6°;4º, 5º, 6º y 7º;1
351;2°;"""U""";17
351;3°;"""U""";19
351;4°;1º;24
351;5°;1º;14
351;5°;B;13
351;6°;1º;21
351;7°;"""U""";19
352;2°;A;18
352;2°;B;18
352;2°;C;17
352;3°;A;25
352;3°;B;25
352;3°;C;23
352;4°;A;26
352;4°;B;28
352;4°;C;30
352;5°;A;24
352;5°;B;27
352;5°;C;25
352;5°;D;26
352;6°;A;22
352;6°;B;24
352;6°;C;23
352;7°;A;29
352;7°;B;29
352;7°;C;29
353;2°;A;17
353;2°;B;17
353;3°;A;20
353;3°;B;13
353;4°;A;23
353;4°;B;20
353;5°;A;23
353;5°;B;21
353;6°;A;20
353;6°;B;16
353;7°;A;21
353;7°;B;15
354;2°;1º;17
354;3°;"""U""";17
354;4°;"""U""";21
354;5°;"""U""";17
354;6°;"""U""";16
354;7°;"""U""";16
355;1°;1° y 2°;8
355;2°;1° y 2°;7
355;3°; U;11
355;4°;4to. y 5to.;5
355;5°;4to. y 5to.;7
355;6°;6to. y 7mo.;9
355;7°;6to. y 7mo.;10
356;2°;1º;12
356;3°;1º;14
356;4°;1º;15
356;5°;1º;22
356;6°;1º;11
356;7°;1º;11
357;1°;1°, 2° y 3° AJ;3
357;2°;1°, 2° y 3° AJ;2
357;3°;1°, 2° y 3° AJ;7
357;4°;4° y 5°  AJ;10
357;5°;4° y 5°  AJ;2
357;6°;6° y 7° AJ;10
357;7°;6° y 7° AJ;5
358;1°;1°y 2° M;3
358;2°;1°y 2° M;8
358;3°;1º;8
358;4°;4° Y 5° M;6
358;5°;4° Y 5° M;7
358;6°;6° Y 7° M;8
358;7°;6° Y 7° M;7
359;1°;1ro, 2do, 3ro;2
359;2°;1ro, 2do, 3ro;3
359;3°;1ro, 2do, 3ro;6
359;4°;4to, 5to;8
359;5°;4to, 5to;6
359;6°;6to 7mo;9
359;7°;6to 7mo;5
360;2°;1º;13
360;3°;1º;15
360;4°;1º;17
360;5°;1º;16
360;6°;1º;9
360;7°;1º;21
362;2°;A;26
362;2°;B;27
362;2°;C;26
362;2°;D;25
362;3°;A;23
362;3°;B;22
362;3°;C;23
362;3°;D;21
362;4°;A;20
362;4°;B;22
362;4°;C;25
362;4°;D;24
362;5°;A;29
362;5°;B;27
362;5°;C;25
362;5°;D;26
362;6°;A;30
362;6°;B;30
362;6°;C;29
362;6°;D;30
362;7°;A;26
362;7°;B;23
362;7°;C;23
362;7°;D;23
363;2°;A;18
363;2°;B;21
363;3°;A;16
363;3°;B;15
363;3°;C;20
363;4°;A;23
363;4°;B;15
363;4°;C;15
363;5°;A;18
363;5°;B;17
363;5°;C;19
363;6°;A;19
363;6°;B;20
363;6°;C;21
363;6°;D;22
363;7°;A;17
363;7°;B;16
363;7°;C;16
364;2°;1º;14
364;3°;1º;15
364;4°;1º;11
364;5°;1º;17
364;6°;1º;14
364;7°;1º;28
365;1°;1º y 2º;3
365;2°;1º y 2º;8
365;3°;3º y 4º;1
365;4°;3º y 4º;7
365;5°;""" U """;7
365;6°;6° y 7°;8
365;7°;6° y 7°;6
366;2°;A;18
366;2°;B;20
366;3°;A;20
366;3°;B;18
366;4°;A;22
366;4°;B;24
366;5°;A;21
366;5°;B;17
366;5°;C;19
366;6°;A;21
366;6°;B;20
366;7°;A;16
366;7°;B;15
367;1°;1RO Y 2DO;7
367;2°;1RO Y 2DO;8
367;3°;3° y 4°;7
367;4°;3° y 4°;11
367;5°;1º;17
367;6°;6TO Y 7MO;9
367;7°;6TO Y 7MO;7
368;1°;1°-2°-3°-4°;4
368;2°;1°-2°-3°-4°;4
368;3°;1°-2°-3°-4°;2
368;4°;1°-2°-3°-4°;5
368;5°;5°-6°-7°;6
368;6°;5°-6°-7°;4
368;7°;5°-6°-7°;6
369;1°;1º y 2º;6
369;2°;1º y 2º;9
369;3°;1º;9
369;4°;4° y 5°;11
369;5°;4° y 5°;13
369;6°;6° Y 7°;8
369;7°;6° Y 7°;6
370;2°;A;10
370;3°;A;15
370;4°;A;13
370;5°;A;17
370;6°;6ª y 7ª  A;11
370;7°;6ª y 7ª  A;10
371;2°;1º;23
371;3°;1º;22
371;4°;1º;21
371;5°;A;14
371;5°;B;13
371;6°;1º;19
371;7°;A;14
371;7°;B;13
372;2°;A;17
372;3°;A;14
372;4°;A;15
372;4°;B;16
372;5°;A;17
372;5°;B;14
372;6°;A;20
372;7°;A;15
372;7°;B;14
373;2°;A;17
373;2°;B;17
373;3°;A;24
373;4°;A;29
373;5°;A;22
373;5°;B;20
373;6°;A;23
373;7°;A;14
373;7°;B;15
374;1°;S4,S5, 1°, 2°, 3° AJ;1
374;2°;S4,S5, 1°, 2°, 3° AJ;2
374;3°;S4,S5, 1°, 2°, 3° AJ;4
374;4°;4°, 5°, 6° y 7°  AJ;6
374;5°;4°, 5°, 6° y 7°  AJ;5
374;6°;4°, 5°, 6° y 7°  AJ;1
374;7°;4°, 5°, 6° y 7°  AJ;3
375;2°;2° y 3°;11
375;3°;2° y 3°;10
375;4°;1º;19
375;5°;1º;10
375;6°;1º;18
375;7°;1º;11
378;2°;A;33
378;2°;B;27
378;2°;C;23
378;2°;D;23
378;3°;A;25
378;3°;B;28
378;3°;D;24
378;3°;c;21
378;4°;A;21
378;4°;B;20
378;4°;D;26
378;4°;E;20
378;4°;c;26
378;5°;A;28
378;5°;B;26
378;5°;D;17
378;5°;c;22
378;6°;A;24
378;6°;B;26
378;6°;D;23
378;6°;E;18
378;6°;c;26
378;7°;A;29
378;7°;B;31
378;7°;C;23
378;7°;D;21
379;2°;A;23
379;2°;B;12
379;2°;C;12
379;3°;A;23
379;3°;B;16
379;3°;C;16
379;4°;A;19
379;4°;B;20
379;4°;C;20
379;5°;A;22
379;5°;B;23
379;5°;C;23
379;6°;A;24
379;6°;B;25
379;6°;C;23
379;7°;A;17
379;7°;B;16
379;7°;C;17
380;2°;A;25
380;2°;B;24
380;3°;A;22
380;3°;B;27
380;4°;A;22
380;4°;B;19
380;4°;C;18
380;5°;A;27
380;5°;B;19
380;5°;C;20
380;6°;A;29
380;6°;B;22
380;7°;A;23
380;7°;B;14
380;7°;C;14
381;2°;"""U""";14
381;3°;"""U""";11
381;4°;1º;16
381;5°;1º;15
381;6°;"""U""";12
381;7°;1º;16
382;2°;A;15
382;2°;B;13
382;3°;A;13
382;3°;B;14
382;4°;A;18
382;4°;B;17
382;5°;A;19
382;5°;B;17
382;6°;A;19
382;6°;B;17
382;7°;A;15
382;7°;B;10
383;1°;1° y 2° AJ;3
383;2°;1° y 2° AJ;8
383;3°;3° y 4°  AJ;4
383;4°;3° y 4°  AJ;5
383;5°;ÚNICA JC;14
383;6°;6° y 7° AJ;13
383;7°;6° y 7° AJ;2
384;2°;A;26
384;2°;B;25
384;3°;A;21
384;3°;B;15
384;3°;C;14
384;4°;A;18
384;4°;B;19
384;4°;C;18
384;5°;A;28
384;5°;B;20
384;5°;C;20
384;6°; D;13
384;6°;A;24
384;6°;B;23
384;6°;C;14
384;7°;A;28
384;7°;B;17
384;7°;C;19
385;2°;A;23
385;2°;B;26
385;2°;C;25
385;3°;A;20
385;3°;B;22
385;3°;C;22
385;3°;D;21
385;4°;A;25
385;4°;B;25
385;4°;C;26
385;5°;A;27
385;5°;B;28
385;5°;C;27
385;6°;A;23
385;6°;B;23
385;6°;C;24
385;7°;A;26
385;7°;B;25
385;7°;C;25
386;2°;A;22
386;3°;A;25
386;4°;A;22
386;5°;A;22
386;6°;A;22
386;7°;A;21
387;1°;1°, 2°, 3°, 4° ,5°;1
387;2°;1°, 2°, 3°, 4° ,5°;2
387;3°;1°, 2°, 3°, 4° ,5°;2
387;5°;1°, 2°, 3°, 4° ,5°;2
387;6°;6° y 7°;2
387;7°;6° y 7°;4
388;1°;1° y 2° ;10
388;2°;1° y 2° ;11
388;3°;ÚNICO;16
388;4°;4ª y 5ª;14
388;5°;4ª y 5ª;8
388;6°;ÚNICO;17
388;7°;ÚNICO;12
390;2°;A JC;21
390;3°;A JC;12
390;3°;B JC;15
390;4°;A JC;19
390;5°;A JC;23
390;5°;B JC;21
390;6°;A JC;22
390;7°;A JC;19
391;2°;A;22
391;2°;B;25
391;2°;C;28
391;2°;D;26
391;3°;A;30
391;3°;B;29
391;3°;C;29
391;4°;A;32
391;4°;B;30
391;4°;C;29
391;5°;A;33
391;5°;B;33
391;5°;C;27
391;5°;D;27
391;6°;A;33
391;6°;B;28
391;6°;C;26
391;6°;D;28
391;7°;A;32
391;7°;B;28
391;7°;C;25
392;2°;A;28
392;2°;B;19
392;2°;C;18
392;3°;A;26
392;3°;B;28
392;3°;C;28
392;4°;A;32
392;4°;B;26
392;4°;C;25
392;5°;A;31
392;5°;B;29
392;5°;C;26
392;6°;A;32
392;6°;B;26
392;6°;C;23
392;7°;A;32
392;7°;B;32
392;7°;C;32
393;2°;A;22
393;2°;B;15
393;2°;C;13
393;3°;A;25
393;3°;B;22
393;4°;A;27
393;4°;B;26
393;4°;C;23
393;5°;A;27
393;5°;B;27
393;6°;A;26
393;6°;B;23
393;7°;A;28
393;7°;B;27
394;2°;A;20
394;3°;A;19
394;3°;B;19
394;4°;A;17
394;4°;B;20
394;5°;A;20
394;5°;B;19
394;6°;A;19
394;6°;B;20
394;7°;A;18
394;7°;B;17
395;2°;A;15
395;2°;B;21
395;3°;A;13
395;3°;B;14
395;4°;A;16
395;4°;B;16
395;5°;A;17
395;5°;B;19
395;6°;A;18
395;6°;B;19
395;7°;A;21
395;7°;B;19
396;2°;1º, 2º y 3º;4
396;3°;1º, 2º y 3º;2
396;4°;4º y 5º;2
396;5°;4º y 5º;4
396;6°;6º y 7º;1
396;7°;6º y 7º;2
398;2°;1º;15
398;3°;1º;11
398;4°;1º;14
398;5°;1º;12
398;6°;1º;12
398;7°;1º;13
399;2°;A;26
399;2°;B;22
399;3°;A;24
399;3°;B;25
399;4°;A;25
399;4°;B;30
399;5°;A;30
399;5°;B;31
399;6°;A;28
399;6°;B;29
399;7°;A;20
399;7°;B;19
400;2°;Ú;12
400;3°;Ú;14
400;4°;Ú;14
400;5°;Ú;18
400;6°;Ú;8
400;7°;Ú;15
401;1°;1°, 2° y 3° AJ;5
401;2°;1°, 2° y 3° AJ;3
401;3°;1°, 2° y 3° AJ;6
401;4°;4° y 5°  JC;8
401;5°;4° y 5°  JC;6
401;6°;6° y 7° JC;5
401;7°;6° y 7° JC;6
402;2°;A;32
402;2°;B;34
402;2°;C;28
402;2°;D;28
402;3°;A;31
402;3°;B;32
402;3°;C;29
402;3°;D;29
402;4°;A;33
402;4°;B;32
402;4°;C;33
402;4°;D;33
402;5°;A;32
402;5°;B;31
402;5°;C;29
402;5°;D;29
402;6°;A;31
402;6°;B;31
402;6°;C;30
402;6°;D;30
402;7°;A;33
402;7°;B;32
402;7°;C;29
402;7°;D;31
403;2°;A;22
403;2°;B;19
403;3°;A;21
403;3°;B;20
403;4°;A;20
403;4°;B;20
403;5°;A;18
403;5°;B;18
403;6°;A;24
403;6°;B;19
403;7°;A;15
403;7°;B;14
404;1°;Sala Mult.-NI a 7mo;1
404;2°;Sala Mult.-NI a 7mo;1
404;4°;Sala Mult.-NI a 7mo;1
404;6°;Sala Mult.-NI a 7mo;2
405;2°;A;23
405;2°;B;23
405;2°;C;20
405;2°;D;22
405;3°;A;24
405;3°;B;25
405;3°;C;21
405;3°;D;19
405;4°;A;26
405;4°;B;27
405;4°;C;21
405;4°;D;20
405;5°;A;24
405;5°;B;25
405;5°;C;19
405;5°;D;20
405;6°;A;27
405;6°;B;27
405;6°;C;25
405;6°;D;24
405;7°;A;26
405;7°;B;26
405;7°;C;23
405;7°;D;24
406;2°;1º;18
406;3°;1º;15
406;4°;1º;13
406;5°;1º;24
406;6°;1º;18
406;7°;1º;14
407;2°;A;19
407;2°;B;20
407;3°;1º;27
407;4°;A;23
407;4°;B;22
407;5°;A;18
407;5°;B;16
407;6°;A;20
407;6°;B;20
407;7°;1º;30
408;2°;1º;11
408;3°;1º;16
408;4°;1º;11
408;5°;5° Y 6°;9
408;6°;5° Y 6°;8
408;7°;1º;17
409;2°;A;21
409;2°;B;23
409;3°;A;20
409;3°;B;16
409;4°;A;18
409;4°;B;17
409;5°;A;21
409;5°;B;23
409;6°;A;19
409;6°;B;20
409;7°;A;17
409;7°;B;16
410;2°;1º;26
410;3°;1º;24
410;4°;1º;23
410;5°;1º;29
410;6°;1º;25
410;7°;1º;18
411;2°;1º;20
411;3°;1º;26
411;4°;1º;30
411;5°;1º;28
411;6°;1º;17
411;7°;1º;24
412;2°;A;9
412;2°;B;11
412;3°;A;13
412;3°;B;13
412;4°;A;23
412;5°;A;13
412;5°;B;13
412;6°;A;11
412;6°;B;14
412;7°;A;14
412;7°;B;15
413;2°;A;27
413;2°;B;20
413;2°;C;26
413;2°;D;22
413;3°;A;24
413;3°;B;24
413;3°;C;25
413;3°;D;23
413;4°;A;22
413;4°;B;20
413;4°;C;19
413;4°;D;21
413;5°; D;23
413;5°;A;20
413;5°;B;19
413;5°;C;22
413;6°;A;27
413;6°;B;27
413;6°;C;25
413;7°;A;26
413;7°;B;26
413;7°;C;27
414;2°;A;20
414;3°;A;17
414;4°;A;16
414;5°;A;21
414;6°;A;20
414;7°;A;20
415;1°;1°, 2° y 3°;6
415;2°;1°, 2° y 3°;5
415;3°;1°, 2° y 3°;8
415;4°;4°, 5° y 6°;5
415;5°;4°, 5° y 6°;5
415;6°;4°, 5° y 6°;4
415;7°;7º;6
416;2°;1º;24
416;3°;1º;22
416;4°;1º;29
416;5°;1º;26
416;6°;1º;15
416;7°;1º;28
417;2°;A;26
417;2°;B;19
417;2°;C;25
417;2°;D;24
417;3°;A;21
417;3°;B;21
417;3°;C;20
417;3°;D;20
417;4°;A;27
417;4°;B;23
417;4°;C;21
417;4°;D;17
417;5°;A;32
417;5°;B;20
417;5°;C;22
417;6°;A;26
417;6°;B;29
417;6°;C;18
417;6°;D;20
417;7°;A;26
417;7°;B;27
417;7°;C;22
418;2°;1º;19
418;3°;1º;11
418;4°;1º;14
418;5°;1º;15
418;6°;1º;17
418;7°;1º;14
420;2°;A;19
420;2°;B;21
420;3°;A;23
420;3°;B;24
420;4°;A;29
420;4°;B;28
420;5°;A;29
420;5°;B;28
420;6°;A;24
420;6°;B;24
420;7°;A;25
420;7°;B;24
421;1°;1°, 2° y 3° AJ;3
421;2°;1°, 2° y 3° AJ;1
421;3°;1°, 2° y 3° AJ;5
421;4°;4°, 5°, 6° y 7° AJ;7
421;5°;4°, 5°, 6° y 7° AJ;4
421;6°;4°, 5°, 6° y 7° AJ;5
421;7°;4°, 5°, 6° y 7° AJ;5
422;2°;1º;14
422;3°;1º;16
422;4°;1º;12
422;5°;1º;17
422;6°;1º;21
422;7°;1º;21
423;2°;A;20
423;2°;B;19
423;2°;C;19
423;3°;A;15
423;3°;B;16
423;3°;C;18
423;4°;A;21
423;4°;B;19
423;4°;C;21
423;5°;A;19
423;5°;B;18
423;5°;C;20
423;6°;A;19
423;6°;B;13
423;6°;C;15
423;7°;A;22
423;7°;B;22
424;2°;1º;17
424;3°;1º;13
424;4°;1º;21
424;5°;1º;23
424;6°;1º;16
424;7°;1º;18
425;2°;A;16
425;3°;3° Y 4°;12
425;4°;3° Y 4°;9
425;5°;A;15
425;6°;A;13
425;7°;A;10
426;2°;1º;11
426;2°;B;10
426;3°;1º;19
426;4°;1º;15
426;5°;1º;18
426;6°;1º;19
426;7°;A;18
427;2°;A;31
427;2°;B;23
427;2°;C;22
427;3°;A;26
427;3°;B;27
427;3°;C;29
427;4°;A;30
427;4°;B;24
427;4°;C;26
427;5°;A;28
427;5°;B;30
427;5°;C;27
427;6°;A;32
427;6°;B;23
427;6°;C;22
427;7°;A;27
427;7°;B;29
427;7°;C;26
428;2°;A;25
428;2°;B;23
428;3°;A;16
428;3°;B;20
428;4°;A;22
428;4°;B;12
428;4°;C;11
428;5°;A;15
428;5°;B;20
428;6°;A;22
428;6°;B;18
428;7°;A;15
428;7°;B;14
429;2°;Ú;18
429;3°;Ú;17
429;4°;Ú;23
429;5°;Ú;26
429;6°;Ú;24
429;7°;Ú;24
430;2°;A;19
430;2°;B;22
430;2°;C;30
430;3°;A;25
430;3°;B;22
430;3°;C;21
430;3°;D;15
430;4°;A;29
430;4°;B;25
430;4°;C;22
430;5°;A;29
430;5°;B;22
430;5°;C;24
430;6°; C;17
430;6°;A;28
430;6°;B;19
430;7°;A;24
430;7°;B;24
430;7°;C;14
430;7°;D;14
431;2°;A;13
431;2°;B;14
431;3°;A;20
431;3°;B;23
431;4°;A;12
431;4°;B ;17
431;5°;A;24
431;5°;B (T);19
431;6°;A;13
431;6°;B;12
431;6°;C;11
431;7°; C;14
431;7°;A;13
431;7°;B;12
432;2°;1º;25
432;3°;1º;15
432;4°;1º;12
432;5°;1º;13
432;6°;1º;14
432;7°;1º;26
433;1°;1° Y 2° ;4
433;2°;1° Y 2° ;7
433;3°;3° y 4°;10
433;4°;3° y 4°;3
433;5°;5° Y 6°;7
433;6°;5° Y 6°;7
433;7°;Único;3
434;2°;1º;16
434;3°;1º;14
434;4°;1º;16
434;5°;1º;19
434;6°;1º;24
434;7°;1º;20
435;2°;2° y 3°;3
435;3°;2° y 3°;5
435;4°;A;6
435;5°;A;7
435;6°;6° y 7°;10
435;7°;6° y 7°;3
436;2°;A;21
436;2°;B;20
436;3°;A;20
436;3°;B;13
436;4°;A;21
436;4°;B;20
436;5°;A;19
436;5°;B;21
436;6°;A;22
436;6°;B;17
436;7°;A;23
436;7°;B;26
437;2°;1º;22
437;3°;1º;20
437;4°;1º;33
437;5°;1º;28
437;6°;1º;22
437;7°;1º;18
438;1°;1 y 2;10
438;2°;1 y 2;11
438;3°;1º;11
438;4°;1º;18
438;5°;1º;9
438;6°;1º;16
438;7°;1º;18
439;1°;1º-2º;8
439;2°;1º-2º;5
439;3°;3°-4°;7
439;4°;3°-4°;8
439;5°;Único;4
439;6°;6° y 7° ;7
439;7°;6° y 7° ;8
440;2°;Único;10
440;3°;3° y 4°;7
440;4°;3° y 4°;10
440;5°;Único;13
440;6°;Único;13
440;7°;Único;11
441;2°;A;27
441;3°;A;19
441;3°;B;18
441;4°;A;22
441;4°;B;22
441;5°;A;23
441;5°;B;19
441;6°;A;19
441;6°;B;19
441;7°;A;14
441;7°;B;16
442;2°;A;26
442;2°;B;26
442;2°;C;24
442;3°;A;29
442;3°;B;28
442;3°;C;28
442;4°;A;28
442;4°;B;28
442;4°;C;23
442;5°;A;29
442;5°;B;29
442;5°;C;28
442;6°;A;27
442;6°;B;29
442;6°;C;22
442;7°;A;27
442;7°;B;30
442;7°;C;26
443;1°;1°, 2°,3° y 4°;3
443;2°;1°, 2°,3° y 4°;7
443;3°;1°, 2°,3° y 4°;5
443;4°;1°, 2°,3° y 4°;7
443;5°;5°, 6° y 7°;4
443;6°;5°, 6° y 7°;5
443;7°;5°, 6° y 7°;5
444;1°;1° y 2°;8
444;2°;1° y 2°;9
444;3°;1º;8
444;4°;1º;10
444;5°;1º;11
444;6°;6° y 7° ;8
444;7°;6° y 7° ;8
445;1°;1º,2º y 3º;2
445;2°;1º,2º y 3º;3
445;3°;1º,2º y 3º;6
445;4°;4º y 5º;1
445;5°;4º y 5º;4
445;6°;6º y 7º;7
445;7°;6º y 7º;6
446;2°;A;15
446;2°;B;16
446;3°;A;16
446;3°;B;16
446;4°;A;17
446;4°;B;18
446;5°;A;20
446;5°;B;18
446;6°;1º;16
446;6°;A;16
446;7°;1º;17
446;7°;B;16
447;1°; 1° 2° 3°;1
447;2°; 1° 2° 3°;2
447;3°; 1° 2° 3°;2
447;4°;4°, 5°, 6°, 7°;1
447;5°;4°, 5°, 6°, 7°;3
447;6°;4°, 5°, 6°, 7°;1
447;7°;4°, 5°, 6°, 7°;2
448;2°;A;26
448;2°;B;25
448;2°;C;27
448;3°;A;21
448;3°;B;22
448;3°;C;20
448;4°;A;25
448;4°;B;25
448;4°;C;27
448;5°;A;19
448;5°;B;19
448;5°;C;17
448;5°;D;18
448;6°;A;22
448;6°;B;22
448;6°;C;19
448;7°;A;23
448;7°;B;23
448;7°;C;20
448;7°;D;18
449;2°;A;25
449;2°;B;27
449;2°;C;27
449;2°;D;28
449;3°;A;27
449;3°;B;26
449;3°;C;27
449;3°;D;26
449;4°;A;28
449;4°;B;27
449;4°;C.;29
449;4°;D;30
449;5°;A;27
449;5°;B;26
449;5°;C;26
449;5°;D;29
449;6°;A;24
449;6°;B;23
449;6°;C;25
449;6°;D;26
449;7°;A;25
449;7°;B;27
449;7°;C;25
449;7°;D;26
450;2°;1º;9
450;3°;1º;15
450;4°;1º;16
450;5°;1º;17
450;6°;1º;20
450;7°;1º;14
451;2°;1º;24
451;3°;1º;15
451;4°;1º;13
451;5°;1º;20
451;6°;1º;11
451;7°;1º;19
452;2°;A;23
452;3°;1º;21
452;4°;A;17
452;4°;B;18
452;5°;A;18
452;5°;B;16
452;6°;1º;17
452;7°;1º;20
453;2°;1º;21
453;3°;1º;12
453;4°;A;13
453;4°;B;14
453;5°;A;12
453;5°;B;12
453;6°;1º;27
453;7°;1º;22
454;2°;1º;12
454;3°;1º;21
454;4°;1º;18
454;5°;1º;28
454;6°;1º;19
454;7°;1º;16
455;2°;A;26
455;2°;C;28
455;3°;A;19
455;3°;B;16
455;3°;C;18
455;4°;A;24
455;4°;B;20
455;4°;C;24
455;5°;A;20
455;5°;B;20
455;5°;C;20
455;6°;A;18
455;6°;B;18
455;6°;C;19
455;7°;A;20
455;7°;B;20
455;7°;C;16
456;2°;A;22
456;2°;B;24
456;3°;A;24
456;3°;B;21
456;4°;A;12
456;4°;B;13
456;4°;C;12
456;5°;A;18
456;5°;B;18
456;5°;C;18
456;6°;A;21
456;6°;B;25
456;7°;A;24
456;7°;B;17
457;2°;1º;24
457;3°;A;8
457;3°;B;11
457;4°;1º;32
457;5°;1º;20
457;6°;1º;23
457;7°;1º;19
458;2°;A;19
458;2°;B;18
458;2°;C;20
458;3°;A;17
458;3°;B;16
458;4°;A;22
458;4°;B;12
458;5°;A;24
458;5°;B;17
458;6°;A;20
458;6°;B;18
458;6°;C;17
458;7°; C;14
458;7°;A;21
458;7°;B;13
459;1°;1°, 2°, 4° y 5°;1
459;2°;1°, 2°, 4° y 5°;1
459;4°;1°, 2°, 4° y 5°;2
459;5°;1°, 2°, 4° y 5°;4
459;6°;3°, 6° y 7°;1
459;7°;3°, 6° y 7°;3
460;2°;A;14
460;2°;B;13
460;3°;A;27
460;4°;1º;29
460;5°;A;22
460;5°;B;22
460;6°;A;29
460;7°;A;30
461;2°;A;26
461;3°;A ;17
461;4°;A;18
461;5°;A;24
461;6°;A;18
461;7°;A;11
462;1°;1º Y 2º;7
462;2°;1º Y 2º;2
462;3°;1º;8
462;4°;4º y5º;11
462;5°;4º y5º;8
462;6°;6º y 7ª;6
462;7°;6º y 7ª;3
463;2°;A;23
463;2°;B;22
463;3°;A;25
463;3°;B;19
463;4°;A;22
463;4°;B;19
463;5°;A;25
463;5°;B;25
463;6°;A;24
463;6°;B;20
463;7°;A;25
463;7°;B;21
464;2°;A;31
464;2°;B;27
464;2°;C;28
464;3°;A;29
464;3°;B;27
464;3°;C;29
464;4°;A;30
464;4°;B;31
464;4°;C;31
464;5°;A;29
464;5°;B;28
464;5°;C;31
464;6°;A;29
464;6°;B;30
464;6°;C;28
464;7°;A;28
464;7°;B;26
464;7°;C;31
465;2°;A;18
465;2°;B;14
465;3°;A;18
465;3°;B;16
465;4°;A;12
465;4°;B;16
465;5°;A;22
465;5°;B;13
465;6°;A;12
465;6°;B;10
465;7°;A;16
465;7°;B;12
467;2°;2º y 3º;10
467;3°;2º y 3º;7
467;4°;4º, 5º y 6º;8
467;5°;4º, 5º y 6º;6
467;6°;4º, 5º y 6º;1
467;7°;""" U """;5
468;1°;1er ciclo;2
468;2°;1er ciclo;2
468;3°;1er ciclo;3
468;4°;2do y 3er ciclo;5
468;5°;2do y 3er ciclo;2
468;6°;2do y 3er ciclo;3
469;2°;A;22
469;2°;B;20
469;2°;C;19
469;3°;A;19
469;3°;B;23
469;4°;A;26
469;4°;B;19
469;4°;C;19
469;5°;A;16
469;5°;B;18
469;5°;C;27
469;6°;A;19
469;6°;B;23
469;6°;C;20
469;7°;A;18
469;7°;B;16
469;7°;C;17
470;2°;A;25
470;2°;B;22
470;2°;C;19
470;3°;A;26
470;3°;B;14
470;3°;C;24
470;4°;A;23
470;4°;B;21
470;4°;C;25
470;5°;A;19
470;5°;B;25
470;5°;C;26
470;6°;A;25
470;6°;B;25
470;7°;A;27
470;7°;B;22
470;7°;C;22
471;1°;1°,2° y 3°;5
471;2°;1°,2° y 3°;3
471;3°;1°,2° y 3°;2
471;4°;4°,5°, 6° y 7°;3
471;5°;4°,5°, 6° y 7°;6
471;6°;4°,5°, 6° y 7°;1
471;7°;4°,5°, 6° y 7°;4
472;2°;A;19
472;2°;B;20
472;2°;C;13
472;2°;D;14
472;3°;A;24
472;3°;B;26
472;3°;C;17
472;3°;D;18
472;4°;A;17
472;4°;B;17
472;4°;C;13
472;4°;D;16
472;5°;A;22
472;5°;B;24
472;5°;C;17
472;5°;D;18
472;6°;A;23
472;6°;B;24
472;6°;C;22
472;7°;A;20
472;7°;B;19
472;7°;C;27
473;1°;1° y 2° JC;7
473;2°;1° y 2° JC;8
473;3°;1º;10
473;4°;4° y 5°;10
473;5°;4° y 5°;10
473;6°;6° y 7°;8
473;7°;6° y 7°;9
474;2°;2° y 3°;11
474;3°;2° y 3°;7
474;4°;1º;10
474;5°;5° y 6°;10
474;6°;5° y 6°;5
474;7°;1º;15
475;3°;1°  2° 5°;1
475;5°;1°  2° 5°;1
475;6°;1°  2° 5°;1
476;1°;S4,S5, 1°, 2°, 3° AJ;4
476;2°;S4,S5, 1°, 2°, 3° AJ;2
476;3°;S4,S5, 1°, 2°, 3° AJ;4
476;4°;4° y 5°  AJ;2
476;5°;4° y 5°  AJ;6
476;6°;6° y 7° AJ;10
476;7°;6° y 7° AJ;5
477;2°;A;26
477;3°;A;20
477;4°;A;25
477;5°;A;16
477;5°;B;17
477;6°;A;21
477;7°;A;18
478;2°;A;12
478;2°;B;13
