Escuela_ID;Curso ;División;matricula_por_escuela_curso_y_division
1022;1°;3°;18
1022;1°;4°;21
1023;1°;1°;33
1023;1°;2°;37
1023;1°;3°;31
1023;1°;4°;26
1023;1°;5°;31
1023;1°;6°;35
1023;1°;7°;31
1023;1°;8°;29
1024;1°;1°;33
1024;1°;2°;19
1024;1°;3°;24
1024;1°;4°;12
1025;1°;1°;33
1025;1°;2°;39
1025;1°;3°;1
1026;1°;1°;31
1026;1°;2°;34
1026;1°;3°;37
1026;1°;4°;37
1027;1°;1°;26
1027;1°;2°;25
1027;1°;3°;24
1027;1°;4°;23
1028;1°;1°;34
1028;1°;2°;40
1028;1°;3°;38
1028;1°;4°;24
1029;1°;1°;32
1029;1°;2°;32
1029;1°;3°;34
1029;1°;4°;36
1030;1°;1°;29
1030;1°;2°;33
1030;1°;3°;32
1031;1°;1°;24
1031;1°;2°;21
1031;1°;3°;20
1032;1°;1°;23
1033;1°;1°;39
1033;1°;2°;28
1033;1°;3°;32
1033;1°;4°;26
1033;1°;5°;34
1034;1°;1°;33
1034;1°;2°;29
1034;1°;3°;32
1034;1°;4°;28
1035;1°;1°;31
1035;1°;2°;34
1035;1°;3°;33
1035;1°;4°;33
1036;1°;1°;32
1036;1°;2°;27
1037;1°;1°;37
1037;1°;2°;32
1037;1°;3°;35
1038;1°;1°;35
1038;1°;2°;36
1038;1°;3°;45
1039;1°;1°;25
1039;1°;2°;24
1039;1°;3°;22
1040;1°;1°;27
1040;1°;2°;31
1041;1°;1°;36
1041;1°;2°;41
1041;1°;3°;42
1042;1°;1°;46
1042;1°;2°;39
1042;1°;3°;35
1042;1°;4°;41
1042;1°;5°;36
1042;1°;6°;36
1043;1°;1°;25
1043;1°;2°;26
1043;1°;3°;23
1043;1°;4°;25
1044;1°;1°;28
1044;1°;2°;29
1044;1°;3°;24
1044;1°;4°;24
1045;1°;1°;29
1045;1°;2°;28
1045;1°;3°;27
1045;1°;4°;26
1045;1°;5°;29
1046;1°;1°;43
1046;1°;2°;34
1047;1°;1°;29
1047;1°;2°;28
1047;1°;3°;26
1048;1°;1°;36
1048;1°;2°;35
1048;1°;3°;33
1048;1°;4°;36
1048;1°;5°;39
1048;1°;6°;30
1049;1°;1°;34
1049;1°;2°;33
1049;1°;3°;32
1049;1°;4°;29
1050;1°;1°;32
1050;1°;2°;28
1050;1°;3°;28
1050;1°;4°;28
1050;1°;5°;33
1051;1°;1°;24
1051;1°;2°;25
1051;1°;3°;29
1052;1°;1°;33
1052;1°;2°;27
1052;1°;3°;32
1052;1°;4°;32
1052;1°;5°;31
1053;1°;1°;30
1053;1°;2°;32
1053;1°;3°;27
1053;1°;4°;32
1053;1°;5°;26
1054;1°;1°;33
1054;1°;2°;31
1054;1°;3°;41
1054;1°;4°;33
1055;1°;1°;26
1055;1°;2°;21
1055;1°;3°;20
1055;1°;4°;19
1056;1°;1°;24
1056;1°;2°;28
1056;1°;3°;26
1056;1°;4°;27
1057;1°;1°;32
1057;1°;2°;32
1057;1°;3°;30
1057;1°;4°;29
1057;1°;5°;32
1058;1°;1°;25
1059;1°;1°;40
1059;1°;2°;34
1059;1°;3°;36
1059;1°;4°;31
1059;1°;5°;39
1060;1°;1°;30
1060;1°;2°;30
1061;1°;1°;32
1061;1°;2°;25
1061;1°;3°;31
1062;1°;1°;27
1062;1°;2°;25
1062;1°;3°;34
1062;1°;4°;24
1063;1°;1°;31
1063;1°;2°;34
1063;1°;3°;35
1063;1°;4°;32
1063;1°;5°;33
1064;1°;1°;43
1064;1°;2°;40
1064;1°;3°;46
1064;1°;4°;35
1064;1°;5°;40
1065;1°;1°;31
1065;1°;2°;38
1065;1°;3°;20
1065;1°;4°;36
1065;1°;5°;36
1065;1°;6°;32
1065;1°;7°;30
1066;1°;1°;32
1066;1°;2°;35
1066;1°;3°;35
1066;1°;4°;38
1067;1°;1°;34
1067;1°;2°;35
1067;1°;3°;38
1067;1°;4°;37
1067;1°;5°;31
1067;1°;6°;35
1069;1°;1°;26
1069;1°;2°;39
1069;1°;3°;24
1069;1°;4°;25
1069;1°;5°;21
1069;1°;6°;21
1070;1°;1°;27
1070;1°;2°;30
1070;1°;3°;26
1070;1°;4°;30
1071;1°;1°;31
1071;1°;2°;30
1071;1°;3°;30
1071;1°;4°;30
1071;1°;5°;31
1071;1°;6°;26
1071;1°;7°;31
1071;1°;8°;32
1072;1°;1°;37
1072;1°;2°;34
1072;1°;3°;41
1072;1°;4°;26
1072;1°;5°;31
1072;1°;6°;32
1072;1°;7°;31
1073;1°;1°;29
1073;1°;2°;33
1073;1°;3°;37
1073;1°;4°;33
1073;1°;5°;35
1073;1°;6°;36
1073;1°;7°;37
1074;1°;1°;35
1074;1°;2°;33
1075;1°;1°;32
1075;1°;2°;28
1075;1°;3°;29
1075;1°;4°;29
1075;1°;5°;26
1076;1°;1°;30
1076;1°;2°;35
1076;1°;3°;39
1076;1°;4°;42
1076;1°;5°;42
1076;1°;6°;29
1077;1°;1°;38
1077;1°;2°;33
1077;1°;3°;37
1077;1°;4°;38
1077;1°;5°;42
1077;1°;6°;34
1078;1°;1°;29
1078;1°;2°;19
1078;1°;3°;53
1078;1°;4°;3
1079;1°;1°;29
1079;1°;2°;27
1079;1°;3°;30
1079;1°;4°;28
1079;1°;5°;26
1079;1°;6°;26
1080;1°;1°;37
1080;1°;2°;34
1080;1°;3°;33
1080;1°;4°;33
1080;1°;5°;29
1080;1°;6°;28
1081;1°;1°;31
1081;1°;2°;33
1081;1°;3°;28
1081;1°;4°;31
1082;1°;1°;31
1082;1°;2°;26
1082;1°;3°;22
1082;1°;4°;30
1082;1°;5°;24
1082;1°;6°;23
1083;1°;1°;23
1083;1°;2°;22
1083;1°;3°;19
1084;1°;1°;32
1084;1°;2°;28
1084;1°;3°;33
1084;1°;4°;30
1085;1°;10°;32
1085;1°;1°;22
1085;1°;2°;29
1085;1°;3°;21
1085;1°;4°;35
1085;1°;5°;32
1085;1°;6°;25
1085;1°;7°;21
1085;1°;8°;34
1085;1°;9°;34
1086;1°;1°;24
1086;1°;2°;23
1086;1°;3°;20
1086;1°;4°;21
1086;1°;5°;28
1087;1°;1°;33
1087;1°;2°;23
1087;1°;3°;19
1088;1°;1°;26
1089;1°;1°;30
1089;1°;2°;26
1089;1°;3°;33
1090;1°;1°;32
1090;1°;2°;28
1091;1°;1°;23
1091;1°;2°;22
1092;1°;1°;42
1092;1°;2°;24
1092;1°;3°;28
1092;1°;4°;34
1092;1°;5°;33
1092;1°;6°;26
1092;1°;7°;33
1093;1°;1°;24
1093;1°;2°;25
1093;1°;3°;23
1093;1°;4°;27
1093;1°;5°;23
1094;1°;1°;25
1094;1°;2°;25
1095;1°;1°;31
1095;1°;2°;30
1095;1°;3°;31
1095;1°;4°;32
1095;1°;5°;41
1095;1°;6°;32
1096;1°;1°;26
1096;1°;2°;31
1096;1°;3°;28
1096;1°;4°;28
1096;1°;5°;27
1096;1°;6°;27
1096;1°;7°;26
1096;1°;8°;27
1097;1°;1°;50
1097;1°;2°;37
1097;1°;3°;35
1097;1°;4°;34
1097;1°;5°;33
1097;1°;6°;36
1098;1°;1°;25
1098;1°;2°;31
1098;1°;3°;22
1098;1°;4°;27
1098;1°;5°;27
1099;1°;1°;41
1099;1°;2°;40
1099;1°;3°;30
1099;1°;4°;36
1099;1°;5°;34
1099;1°;6°;42
1099;1°;7°;43
1099;1°;8°;39
1099;1°;9°;37
1100;1°;1°;29
1100;1°;2°;25
1100;1°;3°;33
1100;1°;4°;32
1100;1°;5°;29
1100;1°;6°;38
1101;1°;1°;42
1101;1°;2°;30
1101;1°;3°;35
1101;1°;4°;32
1101;1°;5°;28
1102;1°;1°;29
1102;1°;2°;27
1102;1°;3°;34
1102;1°;4°;31
1102;1°;5°;32
1102;1°;6°;32
1103;1°;1°;16
1103;1°;2°;38
1103;1°;3°;27
1103;1°;4°;14
1103;1°;5°;35
1104;1°;1°;24
1104;1°;2°;28
1105;1°;1°;34
1105;1°;2°;31
1105;1°;3°;33
1105;1°;4°;35
1105;1°;5°;34
1105;1°;6°;33
1106;1°;1°;40
1106;1°;2°;36
1106;1°;3°;31
1106;1°;4°;42
1106;1°;5°;33
1106;1°;6°;34
1106;1°;7°;39
1106;1°;8°;37
1106;1°;9°;35
1107;1°;1°;36
1107;1°;2°;30
1107;1°;3°;30
1107;1°;4°;35
1107;1°;5°;25
1108;1°;1°;29
1108;1°;2°;29
1108;1°;3°;31
1108;1°;4°;32
1108;1°;5°;30
1108;1°;6°;27
1108;1°;7°;25
1109;1°;1°;34
1109;1°;2°;32
1109;1°;3°;40
1109;1°;4°;36
1109;1°;5°;34
1109;1°;6°;30
1109;1°;7°;37
1109;1°;8°;36
1110;1°;1°;24
1110;1°;2°;34
1110;1°;3°;36
1110;1°;4°;25
1111;1°;1°;35
1111;1°;2°;33
1111;1°;3°;39
1112;1°;1°;29
1112;1°;2°;30
1112;1°;3°;28
1112;1°;4°;30
1115;1°;1°;36
1115;1°;2°;33
1115;1°;3°;22
1115;1°;4°;32
1115;1°;5°;18
1116;1°;1°;30
1116;1°;2°;30
1116;1°;3°;33
1116;1°;4°;24
1116;1°;5°;29
1117;1°;1°;27
1117;1°;2°;16
1117;1°;3°;15
1117;1°;4°;17
1118;1°;1°;35
1118;1°;2°;33
1118;1°;3°;36
1119;1°;1°;25
1119;1°;2°;37
1119;1°;3°;31
1119;1°;4°;19
1119;1°;5°;21
1120;1°;1°;31
1120;1°;2°;37
1120;1°;3°;32
1120;1°;4°;24
1121;1°;1°;32
1121;1°;2°;32
1121;1°;3°;41
1121;1°;4°;37
1121;1°;5°;32
1122;1°;1°;25
1122;1°;2°;28
1122;1°;3°;24
1123;1°;1°;32
1123;1°;2°;30
1123;1°;3°;31
1123;1°;4°;22
1124;1°;1°;23
1124;1°;2°;23
1124;1°;3°;17
1124;1°;4°;26
1125;1°;1°;32
1125;1°;2°;31
1125;1°;3°;26
1126;1°;1°;29
1126;1°;2°;28
1126;1°;3°;36
1126;1°;4°;32
1126;1°;5°;35
1127;1°;1°;26
1127;1°;2°;13
1127;1°;3°;29
1128;1°;1°;33
1128;1°;2°;33
1128;1°;3°;34
1129;1°;1°;23
1129;1°;2°;19
1131;1°;1°;38
1131;1°;2°;47
1131;1°;3°;39
1131;1°;4°;34
1131;1°;5°;37
1132;1°;1°;35
1132;1°;2°;42
1132;1°;3°;35
1132;1°;4°;33
1132;1°;5°;31
1133;1°;1°;33
1133;1°;2°;35
1133;1°;3°;38
1133;1°;4°;32
1133;1°;5°;34
1134;1°;1°;28
1134;1°;2°;27
1134;1°;3°;5
1135;1°;1°;34
1135;1°;2°;34
1136;1°;10°;21
1136;1°;1°;21
1136;1°;2°;22
1136;1°;3°;21
1136;1°;4°;23
1136;1°;5°;20
1136;1°;6°;31
1136;1°;7°;23
1136;1°;8°;28
1136;1°;9°;22
1137;1°;1°;21
1137;1°;2°;20
1137;1°;3°;21
1137;1°;4°;18
1138;1°;1°;20
1138;1°;2°;17
1138;1°;3°;20
1138;1°;4°;17
1138;1°;5°;23
1139;1°;1°;38
1139;1°;2°;35
1139;1°;3°;38
1139;1°;4°;27
1139;1°;5°;41
1140;1°;1°;43
1140;1°;2°;33
1140;1°;3°;37
1140;1°;4°;39
1140;1°;5°;39
1141;1°;1°;28
1141;1°;2°;24
1141;1°;3°;28
1142;1°;1°;34
1142;1°;2°;27
1142;1°;3°;31
1143;1°;1°;28
1143;1°;2°;33
1143;1°;3°;32
1143;1°;4°;29
1143;1°;5°;34
1143;1°;6°;29
1144;1°;1°;36
1144;1°;2°;42
1144;1°;3°;40
1144;1°;4°;36
1144;1°;5°;36
1145;1°;1°;30
1145;1°;2°;27
1146;1°;1°;21
1146;1°;2°;29
1146;1°;3°;30
1146;1°;4°;20
1147;1°;1°;34
1147;1°;2°;29
1148;1°;1°;32
1148;1°;2°;37
1149;1°;1°;41
1149;1°;2°;38
1150;1°;1°;31
1150;1°;2°;32
1150;1°;3°;27
1150;1°;4°;32
1151;1°;1°;29
1151;1°;2°;14
1151;1°;3°;14
1152;1°;1°;39
1152;1°;2°;43
1152;1°;3°;35
1152;1°;4°;36
1153;1°;1°;15
1153;1°;2°;32
1153;1°;3°;53
1154;1°;1°;24
1154;1°;2°;34
1154;1°;3°;38
1154;1°;4°;33
1154;1°;5°;20
1154;1°;6°;33
1155;1°;1°;22
1155;1°;2°;27
1155;1°;3°;17
1156;1°;1°;24
1156;1°;2°;30
1156;1°;3°;29
1156;1°;4°;21
1157;1°;1°;29
1158;1°;1°;22
1158;1°;2°;20
1158;1°;3°;21
1158;1°;4°;18
1159;1°;1°;26
1159;1°;2°;24
1160;1°;1°;32
1160;1°;2°;33
1160;1°;3°;33
1160;1°;4°;30
1161;1°;1°;41
1161;1°;2°;47
1161;1°;3°;48
1161;1°;4°;49
1161;1°;5°;54
1162;1°;1°;42
1162;1°;2°;41
1162;1°;3°;32
1163;1°;1°;33
1163;1°;2°;40
1164;1°;1°;38
1165;1°;1°;12
1166;1°;1°;16
1166;1°;2°;13
1166;1°;3°;10
1167;1°;1°;26
1167;1°;2°;25
1168;1°;1°;11
1168;1°;2°;13
1169;1°;1°;36
1169;1°;2°;37
1170;1°;1°;23
1170;1°;2°;23
1171;1°;1°;33
1171;1°;2°;35
1172;1°;1°;40
1172;1°;2°;34
1172;1°;3°;27
1173;1°;1°;35
1173;1°;2°;39
1173;1°;3°;37
1174;1°;1°;28
1174;1°;2°;23
1175;1°;1°;35
1175;1°;2°;32
1175;1°;3°;32
1176;1°;1°;27
1176;1°;2°;33
1176;1°;3°;34
1177;1°;1°;33
1177;1°;2°;33
1177;1°;3°;28
1177;1°;4°;30
1178;1°;1°;33
1178;1°;2°;31
1178;1°;3°;28
1179;1°;1°;17
1179;1°;2°;15
1180;1°;1°;34
1180;1°;2°;32
1180;1°;3°;27
1180;1°;4°;35
1181;1°;1°;30
1181;1°;2°;37
1182;1°;1°;36
1182;1°;2°;42
1182;1°;3°;36
1183;1°;1°;29
1184;1°;1°;44
1185;1°;1°;33
1186;1°;1°;27
1186;1°;2°;19
1186;1°;3°;21
1187;1°;1°;35
1187;1°;2°;32
1187;1°;3°;34
1188;1°;1°;21
1189;1°;1°;34
1189;1°;2°;36
1189;1°;3°;36
1190;1°;1°;17
1190;1°;2°;20
1190;1°;3°;19
1190;1°;4°;18
1191;1°;1°;39
1191;1°;2°;37
1191;1°;3°;34
1192;1°;1°;27
1192;1°;2°;33
1192;1°;3°;35
1192;1°;4°;34
1193;1°;1°;6
1194;1°;1°;14
1195;1°;1°;12
1196;1°;1°;33
1196;1°;2°;36
1197;1°;1°;27
1197;1°;2°;23
1197;1°;3°;22
1198;1°;1°;34
1198;1°;2°;29
1199;1°;1°;38
1199;1°;2°;37
1199;1°;3°;36
1199;1°;4°;34
1200;1°;1°;32
1200;1°;2°;26
1201;1°;1°;42
1202;1°;1°;38
1202;1°;2°;35
1203;1°;1°;38
1204;1°;1°;34
1204;1°;2°;34
1204;1°;3°;32
1205;1°;1°;29
1205;1°;2°;26
1205;1°;3°;26
1206;1°;1°;22
1206;1°;2°;20
1207;1°;1°;32
1207;1°;2°;25
1208;1°;1°;18
1208;1°;2°;29
1208;1°;3°;17
1209;1°;1°;42
1209;1°;2°;38
1209;1°;3°;34
1210;1°;1°;34
1211;1°;1°;33
1211;1°;2°;35
1211;1°;3°;32
1212;1°;1°;16
1212;1°;2°;20
1212;1°;3°;22
1212;1°;4°;17
1213;1°;1°;31
1213;1°;2°;24
1214;1°;1°;13
1215;1°;1°;15
1215;1°;2°;11
1215;1°;3°;15
1216;1°;1°;14
1216;1°;2°;14
1217;1°;1°;20
1218;1°;1°;29
1218;1°;2°;35
1218;1°;3°;36
1219;1°;1°;30
1219;1°;2°;28
1220;1°;1°;33
1220;1°;2°;37
1221;1°;1°;24
1222;1°;1°;32
1222;1°;2°;21
1223;1°;1°;18
1223;1°;2°;16
1224;1°;1°;32
1225;1°;1°;17
1226;1°;1°;21
1227;1°;1°;27
1228;1°;1°;23
1229;1°;1°;22
1229;1°;2°;24
1230;1°;1°;29
1230;1°;2°;31
1231;1°;1°;14
1232;1°;1°;27
1233;1°;1°;36
1233;1°;2°;29
1234;1°;1°;17
1235;1°;1°;28
1235;1°;2°;34
1236;1°;1°;36
1236;1°;2°;37
1237;1°;1°;29
1238;1°;1°;29
1239;1°;1°;27
1240;1°;1°;15
1241;1°;1°;36
1242;1°;1°;31
1243;1°;1°;35
1243;1°;2°;33
1244;1°;1°;27
1244;1°;2°;26
1245;1°;1°;30
1246;1°;1°;31
1246;1°;2°;27
1246;1°;3°;26
1246;1°;4°;26
1246;1°;5°;28
1246;1°;6°;29
1247;1°;1°;30
1247;1°;2°;36
1247;1°;3°;32
1403;1°;1°;16
1442;1°;1°;36
1442;1°;2°;33
1442;1°;3°;33
1442;1°;4°;34
1442;1°;5°;32
1442;1°;6°;32
1443;1°;1°;35
1443;1°;2°;26
1443;1°;3°;33
1443;1°;4°;33
1443;1°;5°;30
1443;1°;6°;27
1443;1°;7°;30
1443;1°;8°;31
1443;1°;9°;32
1444;1°;1°;32
1444;1°;2°;29
1444;1°;3°;31
1444;1°;4°;30
1444;1°;5°;33
1445;1°;1°;38
1445;1°;2°;38
1445;1°;3°;39
1445;1°;4°;38
1445;1°;5°;34
1446;1°;1°;31
1446;1°;2°;39
1446;1°;3°;33
1446;1°;4°;32
1446;1°;5°;32
1446;1°;6°;28
1446;1°;7°;31
1584;1°;1°;11
1947;1°;1°;37
1947;1°;2°;33
1947;1°;3°;35
1948;1°;1°;34
1948;1°;2°;34
1949;1°;1°;23
1949;1°;2°;38
1950;1°;1°;43
1950;1°;2°;42
1951;1°;1°;35
1951;1°;2°;33
1951;1°;3°;31
1952;1°;1°;35
1953;1°;1°;35
1954;1°;1°;23
1954;1°;2°;29
1954;1°;3°;18
1955;1°;1°;31
1955;1°;2°;34
1956;1°;1°;32
1956;1°;2°;28
1956;1°;3°;29
1957;1°;1°;32
1957;1°;2°;33
1957;1°;3°;31
1958;1°;1°;31
1958;1°;2°;30
1959;1°;1°;31
1959;1°;2°;27
1960;1°;1°;18
1960;1°;2°;18
1961;1°;1°;10
1962;1°;1°;22
1963;1°;1°;34
1963;1°;2°;33
1964;1°;1°;28
1964;1°;2°;32
1965;1°;1°;34
1965;1°;2°;35
1966;1°;1°;28
1966;1°;2°;25
1967;1°;1°;30
1967;1°;2°;31
1967;1°;3°;28
1967;1°;4°;31
1969;1°;1°;30
1969;1°;2°;30
1970;1°;1°;23
1970;1°;2°;29
1971;1°;1°;39
1971;1°;2°;37
1971;1°;3°;31
1972;1°;1°;20
1972;1°;2°;23
1972;1°;3°;25
1973;1°;1°;31
1973;1°;2°;32
1974;1°;1°;32
1974;1°;2°;23
1975;1°;1°;28
1977;1°;1°;33
1977;1°;2°;33
1978;1°;1°;14
1978;1°;2°;14
1979;1°;1°;35
1979;1°;2°;31
1979;1°;3°;35
1979;1°;4°;31
1980;1°;1°;31
1980;1°;2°;26
1980;1°;3°;27
1981;1°;1°;37
1981;1°;2°;36
1981;1°;3°;33
1983;1°;1°;31
1983;1°;2°;37
1983;1°;3°;32
1983;1°;4°;32
1984;1°;1°;33
1984;1°;2°;31
1985;1°;1°;29
1985;1°;2°;29
1986;1°;1°;37
1986;1°;2°;32
1986;1°;3°;37
1987;1°;1°;23
1987;1°;2°;24
1988;1°;1°;18
1988;1°;2°;18
1989;1°;1°;33
1990;1°;1°;16
1990;1°;2°;31
1991;1°;1°;26
1991;1°;2°;27
1992;1°;1°;38
1992;1°;2°;34
1993;1°;1°;27
1993;1°;2°;18
1994;1°;1°;20
1994;1°;2°;18
1994;1°;3°;21
1995;1°;1°;26
1996;1°;1°;32
1996;1°;2°;32
1998;1°;1°;30
1998;1°;2°;24
1999;1°;1°;17
1999;1°;2°;17
1999;1°;3°;17
2001;1°;1°;30
2001;1°;2°;28
2003;1°;1°;36
2005;1°;1°;34
2005;1°;2°;23
2006;1°;1°;31
2006;1°;2°;33
2006;1°;3°;32
2007;1°;1°;32
2007;1°;2°;33
2009;1°;1°;27
2011;1°;1°;28
2011;1°;2°;37
2011;1°;3°;30
2011;1°;4°;30
2012;1°;1°;41
2014;1°;1°;30
2014;1°;2°;25
2014;1°;3°;34
2014;1°;4°;33
2015;1°;1°;24
2015;1°;2°;23
2016;1°;1°;13
2016;1°;2°;13
2017;1°;1°;31
2017;1°;2°;29
2018;1°;1°;29
2019;1°;1°;35
2019;1°;2°;40
2019;1°;3°;24
2019;1°;4°;24
2020;1°;1°;31
2021;1°;1°;43
2021;1°;2°;15
2024;1°;1°;34
2024;1°;2°;32
2025;1°;1°;26
2027;1°;1°;28
2027;1°;2°;23
2027;1°;3°;30
2027;1°;4°;21
2027;1°;5°;24
2027;1°;6°;24
2029;1°;1°;29
2033;1°;1°;5
2034;1°;1°;13
2035;1°;1°;31
2035;1°;2°;26
2037;1°;1°;18
2037;1°;2°;17
2039;1°;1°;25
2041;1°;1°;40
2042;1°;1°;35
2043;1°;1°;30
2044;1°;1°;30
2044;1°;2°;20
2045;1°;1°;29
2045;1°;2°;31
2046;1°;1°;27
2046;1°;2°;26
2046;1°;3°;25
2047;1°;1°;18
2047;1°;2°;19
2048;1°;1°;41
2050;1°;1°;25
2050;1°;2°;25
2050;1°;3°;21
2052;1°;1°;35
2053;1°;1°;17
2053;1°;2°;19
2053;1°;3°;18
2053;1°;4°;15
2054;1°;1°;36
2054;1°;2°;29
2054;1°;3°;34
2058;1°;1°;11
2058;1°;2°;11
2059;1°;1°;16
2059;1°;2°;22
2061;1°;1°;26
2061;1°;2°;29
2062;1°;1°;31
2062;1°;2°;28
2063;1°;1°;21
2064;1°;1°;23
2064;1°;2°;25
2411;1°;1°;32
2411;1°;2°;26
2411;1°;3°;32
2412;1°;1°;35
2412;1°;2°;32
2412;1°;3°;31
2577;1°;1°;20
2577;1°;2°;16
2577;1°;3°;19
2577;1°;4°;17
2666;1°;1°;33
2666;1°;2°;34
2666;1°;3°;35
2667;1°;1°;30
2667;1°;2°;27
2667;1°;3°;23
2668;1°;1°;34
2668;1°;2°;27
2669;1°;1°;14
2670;1°;1°;15
2671;1°;1°;33
2671;1°;2°;31
2675;1°;1°;35
2675;1°;2°;32
2675;1°;3°;28
2675;1°;4°;31
2676;1°;1°;27
2676;1°;2°;25
2677;1°;1°;28
2677;1°;2°;24
2678;1°;1°;19
2678;1°;2°;19
2679;1°;1°;35
2680;1°;1°;21
2681;1°;1°;27
2681;1°;2°;25
2682;1°;1°;26
2683;1°;1°;26
2684;1°;1°;22
2685;1°;1°;21
2686;1°;1°;28
2686;1°;2°;31
3192;1°;1°;14
3204;1°;1°;18
3204;1°;2°;14
3204;1°;3°;22
3210;1°;1°;26
3321;1°;1°;27
3321;1°;2°;25
3513;1°;1°;11
4394;1°;1°;28
4989;1°;1°;28
4989;1°;2°;30
5041;1°;1°;25
5044;1°;1°;24
5088;1°;1°;7
5089;1°;1°;17
5110;1°;1°;23
5111;1°;1°;32
5176;1°;1°;25
5177;1°;1°;9
5179;1°;1°;33
5184;1°;1°;41
5184;1°;2°;33
5185;1°;1°;33
5187;1°;1°;36
5188;1°;1°;33
5191;1°;1°;20
5236;1°;1°;28
5318;1°;1°;1
5318;1°;2°;2
5319;1°;1°;5
